activity_date,description,priority,sf_contact_id,sf_task_id,status,subject
2025-03-04,Customer segment: at_risk,Low,003g5000002EhVNAA0,00Tg5000000RnvtEAC,Not Started,Survey Follow-up
2023-03-28,Customer segment: churned,Low,003g5000002EftOAAS,00Tg5000000RnvuEAC,Not Started,Birthday Greeting
2023-03-22,Customer segment: churned,Normal,003g5000002EenfAAC,00Tg5000000RnvvEAC,Not Started,Follow-up Call
2023-03-15,Customer segment: churned,Normal,003g5000002EhFIAA0,00Tg5000000RnvwEAC,Not Started,Product Inquiry Response
2024-08-29,Customer segment: churned,Normal,003g5000002Eh7DAAS,00Tg5000000RnvxEAC,In Progress,Follow-up Call
2024-09-20,Customer segment: active,Normal,003g5000002EgHdAAK,00Tg5000000RnvyEAC,Completed,Cross-sell Opportunity
2026-01-05,Customer segment: at_risk,Low,003g5000002EhTmAAK,00Tg5000000RnxVEAS,In Progress,Survey Follow-up
2024-07-11,Customer segment: churned,Normal,003g5000002EhdRAAS,00Tg5000000RnxWEAS,Completed,Product Inquiry Response
2023-02-23,Customer segment: active,Normal,003g5000002EhYbAAK,00Tg5000000Rnz7EAC,In Progress,Product Inquiry Response
2024-12-29,Customer segment: active,Low,003g5000002EhlVAAS,00Tg5000000Rnz8EAC,Not Started,Birthday Greeting
2023-12-20,Customer segment: active,Normal,003g5000002Eh2NAAS,00Tg5000000Rnz9EAC,Completed,Product Inquiry Response
2025-11-04,Customer segment: at_risk,Normal,003g5000002EfgUAAS,00Tg5000000Ro0jEAC,In Progress,Follow-up Call
2023-10-21,Customer segment: active,Normal,003g5000002EfwdAAC,00Tg5000000Ro0kEAC,In Progress,Follow-up Call
2024-06-20,Customer segment: active,Normal,003g5000002EgENAA0,00Tg5000000Ro0lEAC,Not Started,Cross-sell Opportunity
2024-11-17,Customer segment: at_risk,High,003g5000002Eg1UAAS,00Tg5000000Ro2LEAS,Completed,Retention Call
2025-06-10,Customer segment: active,Normal,003g5000002EgeAAAS,00Tg5000000Ro2MEAS,In Progress,Follow-up Call
2025-10-28,Customer segment: at_risk,High,003g5000002EfmyAAC,00Tg5000000Ro2NEAS,Completed,Retention Call
2024-02-11,Customer segment: active,Low,003g5000002Eg9WAAS,00Tg5000000Ro3xEAC,In Progress,Survey Follow-up
2024-03-09,Customer segment: at_risk,Normal,003g5000002Eh8oAAC,00Tg5000000Ro5ZEAS,In Progress,Product Inquiry Response
2023-08-04,Customer segment: active,Low,003g5000002Ehf5AAC,00Tg5000000Ro5aEAC,Completed,Survey Follow-up
2024-10-03,Customer segment: active,Normal,003g5000002EfmxAAC,00Tg5000000Ro5bEAC,In Progress,Welcome Call
2023-06-20,Customer segment: active,Low,003g5000002EhFGAA0,00Tg5000000Ro5cEAC,Not Started,Birthday Greeting
2025-10-04,Customer segment: active,Normal,003g5000002Ei3FAAS,00Tg5000000Ro5dEAC,Completed,Cross-sell Opportunity
2024-07-11,Customer segment: active,Low,003g5000002Ei6TAAS,00Tg5000000Ro5eEAC,Completed,Birthday Greeting
2025-08-31,Customer segment: active,Normal,003g5000002Eg4iAAC,00Tg5000000Ro5fEAC,Not Started,Follow-up Call
2025-09-16,Customer segment: active,Normal,003g5000002EfoYAAS,00Tg5000000Ro5gEAC,In Progress,Welcome Call
2024-06-30,Customer segment: active,Normal,003g5000002EgeBAAS,00Tg5000000Ro7BEAS,Not Started,Product Inquiry Response
2024-12-29,Customer segment: active,Low,003g5000002EgJEAA0,00Tg5000000Ro7CEAS,Completed,Birthday Greeting
2024-12-08,Customer segment: at_risk,Normal,003g5000002Eh7CAAS,00Tg5000000Ro8nEAC,Completed,Follow-up Call
2023-10-23,Customer segment: at_risk,High,003g5000002EeKdAAK,00Tg5000000Ro8oEAC,In Progress,Retention Call
2024-08-25,Customer segment: active,Normal,003g5000002Ei4rAAC,00Tg5000000Ro8pEAC,In Progress,Cross-sell Opportunity
2023-05-21,Customer segment: active,High,003g5000002Ei3GAAS,00Tg5000000Ro8qEAC,In Progress,Account Review
2026-01-08,Customer segment: active,Normal,003g5000002EgENAA0,00Tg5000000RoAPEA0,Not Started,Product Inquiry Response
2024-06-08,Customer segment: active,Normal,003g5000002EeG7AAK,00Tg5000000RoC1EAK,Completed,Cross-sell Opportunity
2023-12-27,Customer segment: active,Normal,003g5000002EeG7AAK,00Tg5000000RoC2EAK,Completed,Cross-sell Opportunity
2025-10-06,Customer segment: active,Normal,003g5000002Ej2XAAS,00Tg5000000RoC3EAK,In Progress,Cross-sell Opportunity
2023-08-17,Customer segment: active,High,003g5000002Ej2XAAS,00Tg5000000RoC4EAK,In Progress,Account Review
2025-04-26,Customer segment: active,High,003g5000002EhSCAA0,00Tg5000000RoDdEAK,Not Started,Retention Call
2023-06-18,Customer segment: active,Normal,003g5000002Eh3zAAC,00Tg5000000RoFFEA0,In Progress,Follow-up Call
2025-01-13,Customer segment: at_risk,Low,003g5000002EgzBAAS,00Tg5000000RoGrEAK,Completed,Survey Follow-up
2025-04-03,Customer segment: active,Normal,003g5000002EeisAAC,00Tg5000000RoGsEAK,In Progress,Welcome Call
2025-02-21,Customer segment: at_risk,Normal,003g5000002EhASAA0,00Tg5000000RoGtEAK,Completed,Follow-up Call
2023-07-09,Customer segment: at_risk,Low,003g5000002EhvCAAS,00Tg5000000RoITEA0,In Progress,Survey Follow-up
2024-08-26,Customer segment: active,High,003g5000002EhryAAC,00Tg5000000RoK5EAK,In Progress,Retention Call
2026-01-09,Customer segment: active,High,003g5000002EifxAAC,00Tg5000000RoK6EAK,Not Started,Account Review
2025-03-03,Customer segment: at_risk,Normal,003g5000002EhYcAAK,00Tg5000000RoK7EAK,In Progress,Cross-sell Opportunity
2025-08-23,Customer segment: at_risk,Low,003g5000002EhFHAA0,00Tg5000000RoLhEAK,Not Started,Birthday Greeting
2024-05-10,Customer segment: active,Normal,003g5000002EesVAAS,00Tg5000000RoNJEA0,Completed,Welcome Call
2024-08-06,Customer segment: active,High,003g5000002EgaxAAC,00Tg5000000RoNKEA0,Completed,Account Review
2023-01-21,Customer segment: active,Normal,003g5000002EesVAAS,00Tg5000000RoOvEAK,Not Started,Cross-sell Opportunity
2025-06-26,Customer segment: churned,Normal,003g5000002EiKzAAK,00Tg5000000RoOwEAK,Completed,Product Inquiry Response
2025-08-20,Customer segment: active,High,003g5000002EhtaAAC,00Tg5000000RoQXEA0,Not Started,Account Review
2025-12-31,Customer segment: active,High,003g5000002EgKqAAK,00Tg5000000RoQYEA0,Not Started,Account Review
2023-12-12,Customer segment: churned,Normal,003g5000002Eh7FAAS,00Tg5000000RoQZEA0,Completed,Welcome Call
2025-05-15,Customer segment: active,Normal,003g5000002EhtaAAC,00Tg5000000RoS9EAK,Completed,Product Inquiry Response
2023-12-20,Customer segment: at_risk,Normal,003g5000002Efi8AAC,00Tg5000000RoTlEAK,Completed,Product Inquiry Response
2023-02-11,Customer segment: at_risk,High,003g5000002Efi8AAC,00Tg5000000RoVNEA0,Completed,Retention Call
2024-05-13,Customer segment: at_risk,High,003g5000002Efi8AAC,00Tg5000000RoWzEAK,In Progress,Account Review
2024-04-04,Customer segment: active,Low,003g5000002EesWAAS,00Tg5000000RoX0EAK,Not Started,Survey Follow-up
2025-06-28,Customer segment: churned,Normal,003g5000002EhFIAA0,00Tg5000000RoX1EAK,Not Started,Welcome Call
2025-06-13,Customer segment: churned,High,003g5000002EeJkAAK,00Tg5000000RoX2EAK,Not Started,Account Review
2025-03-05,Customer segment: at_risk,High,003g5000002Eh0lAAC,00Tg5000000RoYbEAK,In Progress,Retention Call
2024-09-12,Customer segment: active,High,003g5000002EiMdAAK,00Tg5000000RoYcEAK,Not Started,Retention Call
2023-10-20,Customer segment: active,Low,003g5000002EizJAAS,00Tg5000000RoYdEAK,Not Started,Survey Follow-up
2025-11-24,Customer segment: churned,High,003g5000002Ef5QAAS,00Tg5000000RoYeEAK,Not Started,Account Review
2023-11-25,Customer segment: active,Normal,003g5000002EfYRAA0,00Tg5000000RoaDEAS,Not Started,Follow-up Call
2024-03-30,Customer segment: active,Low,003g5000002Ej0vAAC,00Tg5000000RoaEEAS,Completed,Birthday Greeting
2025-09-29,Customer segment: active,Low,003g5000002Ej0vAAC,00Tg5000000RoaFEAS,Completed,Birthday Greeting
2023-06-06,Customer segment: active,Normal,003g5000002EjAbAAK,00Tg5000000RoaGEAS,Completed,Welcome Call
2023-04-07,Customer segment: at_risk,High,003g5000002Ei85AAC,00Tg5000000RobpEAC,Completed,Retention Call
2024-03-26,Customer segment: active,Normal,003g5000002EiMbAAK,00Tg5000000RobqEAC,In Progress,Welcome Call
2023-07-10,Customer segment: at_risk,Normal,003g5000002Ei85AAC,00Tg5000000RodREAS,Not Started,Follow-up Call
2025-10-17,Customer segment: active,High,003g5000002Egj1AAC,00Tg5000000RodSEAS,Completed,Retention Call
2024-03-31,Customer segment: churned,High,003g5000002EhFIAA0,00Tg5000000RodTEAS,Completed,Retention Call
2025-04-20,Customer segment: churned,Normal,003g5000002EfdIAAS,00Tg5000000RodUEAS,Completed,Product Inquiry Response
2025-04-10,Customer segment: active,Normal,003g5000002EfbgAAC,00Tg5000000RodVEAS,Not Started,Follow-up Call
2023-06-02,Customer segment: churned,High,003g5000002EjH3AAK,00Tg5000000RodWEAS,Completed,Retention Call
2023-01-30,Customer segment: churned,High,003g5000002EenfAAC,00Tg5000000Rof3EAC,Completed,Account Review
2023-07-22,Customer segment: churned,High,003g5000002Efv2AAC,00Tg5000000Rof4EAC,In Progress,Account Review
2023-01-20,Customer segment: active,Normal,003g5000002EfyEAAS,00Tg5000000Rof5EAC,In Progress,Cross-sell Opportunity
2023-10-27,Customer segment: active,High,003g5000002EgKrAAK,00Tg5000000Rof6EAC,In Progress,Retention Call
2023-12-06,Customer segment: at_risk,Normal,003g5000002EhaEAAS,00Tg5000000RogfEAC,In Progress,Follow-up Call
2024-06-07,Customer segment: active,Normal,003g5000002EgawAAC,00Tg5000000RoggEAC,In Progress,Follow-up Call
2024-05-09,Customer segment: active,Normal,003g5000002EiMcAAK,00Tg5000000RoghEAC,Not Started,Cross-sell Opportunity
2023-09-28,Customer segment: at_risk,Normal,003g5000002EieLAAS,00Tg5000000RogiEAC,Completed,Cross-sell Opportunity
2025-10-17,Customer segment: at_risk,High,003g5000002EeJjAAK,00Tg5000000RoiHEAS,Not Started,Account Review
2025-01-01,Customer segment: active,Low,003g5000002Eio1AAC,00Tg5000000RoiIEAS,Completed,Survey Follow-up
2023-07-24,Customer segment: active,High,003g5000002EiXvAAK,00Tg5000000RoiJEAS,Not Started,Account Review
2025-02-08,Customer segment: at_risk,High,003g5000002EeJjAAK,00Tg5000000RojtEAC,In Progress,Retention Call
2025-02-05,Customer segment: active,Low,003g5000002EeisAAC,00Tg5000000RojuEAC,Not Started,Survey Follow-up
2023-09-27,Customer segment: active,High,003g5000002EesXAAS,00Tg5000000RolVEAS,In Progress,Account Review
2025-06-14,Customer segment: active,High,003g5000002EhIUAA0,00Tg5000000RolWEAS,Completed,Account Review
2025-12-15,Customer segment: active,Normal,003g5000002EeisAAC,00Tg5000000RolXEAS,In Progress,Welcome Call
2024-06-28,Customer segment: churned,High,003g5000002EeNsAAK,00Tg5000000RolYEAS,Not Started,Account Review
2025-08-08,Customer segment: active,Low,003g5000002EeNtAAK,00Tg5000000RolZEAS,Not Started,Survey Follow-up
2025-09-23,Customer segment: at_risk,High,003g5000002EhX0AAK,00Tg5000000RolaEAC,In Progress,Account Review
2025-02-19,Customer segment: active,High,003g5000002EesXAAS,00Tg5000000Ron7EAC,Completed,Retention Call
2024-01-28,Customer segment: active,Low,003g5000002EiHlAAK,00Tg5000000RoojEAC,Completed,Birthday Greeting
2025-03-26,Customer segment: active,Low,003g5000002Ef2EAAS,00Tg5000000RoqLEAS,In Progress,Birthday Greeting
2024-11-17,Customer segment: active,Normal,003g5000002EhIUAA0,00Tg5000000RorxEAC,Not Started,Follow-up Call
2023-11-25,Customer segment: active,High,003g5000002EgJEAA0,00Tg5000000RoryEAC,Not Started,Retention Call
2024-12-02,Customer segment: active,High,003g5000002EhvEAAS,00Tg5000000RorzEAC,In Progress,Retention Call
2024-01-13,Customer segment: active,Normal,003g5000002EhtbAAC,00Tg5000000Ros0EAC,Completed,Product Inquiry Response
2024-08-20,Customer segment: churned,Normal,003g5000002EfdIAAS,00Tg5000000RotZEAS,Completed,Product Inquiry Response
2025-10-03,Customer segment: at_risk,High,003g5000002EhDeAAK,00Tg5000000RotaEAC,In Progress,Account Review
2025-07-11,Customer segment: active,Normal,003g5000002EgJFAA0,00Tg5000000RotbEAC,Not Started,Follow-up Call
2023-09-21,Customer segment: active,Low,003g5000002EiknAAC,00Tg5000000RotcEAC,In Progress,Birthday Greeting
2025-02-28,Customer segment: at_risk,High,003g5000002EhOxAAK,00Tg5000000RotdEAC,Not Started,Account Review
2024-09-06,Customer segment: churned,Low,003g5000002EjDqAAK,00Tg5000000RoteEAC,Not Started,Survey Follow-up
2023-11-13,Customer segment: at_risk,Normal,003g5000002EhDeAAK,00Tg5000000RovBEAS,In Progress,Cross-sell Opportunity
2023-07-02,Customer segment: active,Normal,003g5000002Efv1AAC,00Tg5000000RovCEAS,Not Started,Cross-sell Opportunity
2024-01-29,Customer segment: active,Normal,003g5000002EgawAAC,00Tg5000000RovDEAS,Not Started,Cross-sell Opportunity
2024-03-05,Customer segment: at_risk,Normal,003g5000002EjIfAAK,00Tg5000000RovEEAS,In Progress,Follow-up Call
2025-11-28,Customer segment: active,Low,003g5000002EhvFAAS,00Tg5000000RovFEAS,Not Started,Survey Follow-up
2025-07-08,Customer segment: at_risk,High,003g5000002EhDeAAK,00Tg5000000RownEAC,Completed,Account Review
2025-09-27,Customer segment: at_risk,Low,003g5000002EguKAAS,00Tg5000000RowoEAC,Completed,Birthday Greeting
2025-10-28,Customer segment: active,Normal,003g5000002EiEYAA0,00Tg5000000RoyPEAS,Completed,Follow-up Call
2023-11-27,Customer segment: active,Normal,003g5000002Eg6PAAS,00Tg5000000RoyQEAS,In Progress,Follow-up Call
2024-01-20,Customer segment: active,Normal,003g5000002EhK7AAK,00Tg5000000RoyREAS,In Progress,Cross-sell Opportunity
2024-07-31,Customer segment: active,Normal,003g5000002EhK7AAK,00Tg5000000RoySEAS,In Progress,Cross-sell Opportunity
2024-04-24,Customer segment: active,Normal,003g5000002EhTnAAK,00Tg5000000RoyTEAS,In Progress,Product Inquiry Response
2025-11-08,Customer segment: at_risk,High,003g5000002EfS0AAK,00Tg5000000RoyUEAS,In Progress,Retention Call
2024-06-16,Customer segment: churned,Normal,003g5000002Ej0yAAC,00Tg5000000RoyVEAS,In Progress,Product Inquiry Response
2025-06-13,Customer segment: active,High,003g5000002Ef2FAAS,00Tg5000000Rp01EAC,Completed,Account Review
2025-08-13,Customer segment: at_risk,Normal,003g5000002Ef2GAAS,00Tg5000000Rp02EAC,Not Started,Product Inquiry Response
2025-05-26,Customer segment: at_risk,Normal,003g5000002EfesAAC,00Tg5000000Rp03EAC,In Progress,Follow-up Call
2024-11-21,Customer segment: churned,Low,003g5000002Eh0mAAC,00Tg5000000Rp04EAC,Completed,Birthday Greeting
2023-11-10,Customer segment: active,Low,003g5000002EgHdAAK,00Tg5000000Rp05EAC,Not Started,Survey Follow-up
2024-02-04,Customer segment: churned,Low,003g5000002Ej49AAC,00Tg5000000Rp06EAC,Not Started,Birthday Greeting
2024-12-18,Customer segment: churned,Normal,003g5000002Ej49AAC,00Tg5000000Rp07EAC,Not Started,Welcome Call
2025-10-27,Customer segment: churned,Normal,003g5000002EiKzAAK,00Tg5000000Rp1dEAC,Completed,Product Inquiry Response
2023-08-24,Customer segment: active,High,003g5000002Eg1VAAS,00Tg5000000Rp1eEAC,Not Started,Retention Call
2025-10-03,Customer segment: at_risk,Low,003g5000002Ef2GAAS,00Tg5000000Rp3FEAS,Not Started,Birthday Greeting
2023-06-26,Customer segment: at_risk,Normal,003g5000002Egj3AAC,00Tg5000000Rp3GEAS,Not Started,Follow-up Call
2024-02-03,Customer segment: active,Normal,003g5000002EeiuAAC,00Tg5000000Rp3HEAS,In Progress,Welcome Call
2025-11-02,Customer segment: active,Normal,003g5000002EiOEAA0,00Tg5000000Rp3IEAS,Not Started,Cross-sell Opportunity
2024-09-12,Customer segment: at_risk,Normal,003g5000002EftRAAS,00Tg5000000Rp3JEAS,Completed,Welcome Call
2024-07-13,Customer segment: active,Normal,003g5000002Eh7EAAS,00Tg5000000Rp3KEAS,Completed,Follow-up Call
2024-06-10,Customer segment: active,Normal,003g5000002EhC5AAK,00Tg5000000Rp3LEAS,In Progress,Product Inquiry Response
2025-11-09,Customer segment: active,Normal,003g5000002EftPAAS,00Tg5000000Rp4rEAC,Completed,Follow-up Call
2023-05-27,Customer segment: at_risk,Normal,003g5000002EhvDAAS,00Tg5000000Rp4sEAC,In Progress,Welcome Call
2024-02-17,Customer segment: active,High,003g5000002EftPAAS,00Tg5000000Rp6TEAS,Completed,Account Review
2023-08-03,Customer segment: at_risk,High,003g5000002EfesAAC,00Tg5000000Rp6UEAS,In Progress,Retention Call
2023-11-20,Customer segment: active,High,003g5000002EfYSAA0,00Tg5000000Rp85EAC,Not Started,Retention Call
2023-12-02,Customer segment: active,High,003g5000002EixiAAC,00Tg5000000Rp86EAC,Not Started,Retention Call
2025-10-17,Customer segment: active,Low,003g5000002EhyRAAS,00Tg5000000Rp9hEAC,In Progress,Birthday Greeting
2024-12-21,Customer segment: active,Normal,003g5000002Eib7AAC,00Tg5000000Rp9iEAC,In Progress,Follow-up Call
2024-11-02,Customer segment: at_risk,Normal,003g5000002EipeAAC,00Tg5000000Rp9jEAC,Not Started,Follow-up Call
2024-04-17,Customer segment: active,Normal,003g5000002EhGsAAK,00Tg5000000RpBJEA0,Completed,Follow-up Call
2024-06-26,Customer segment: active,Normal,003g5000002EjKIAA0,00Tg5000000RpBKEA0,In Progress,Cross-sell Opportunity
2025-12-06,Customer segment: churned,High,003g5000002Ej4BAAS,00Tg5000000RpBLEA0,Not Started,Account Review
2023-12-22,Customer segment: active,Normal,003g5000002EgKpAAK,00Tg5000000RpCvEAK,Not Started,Follow-up Call
2024-08-01,Customer segment: at_risk,Normal,003g5000002EgcaAAC,00Tg5000000RpEXEA0,Completed,Cross-sell Opportunity
2023-01-12,Customer segment: at_risk,High,003g5000002EghPAAS,00Tg5000000RpEYEA0,Completed,Retention Call
2023-07-02,Customer segment: churned,Low,003g5000002Efv2AAC,00Tg5000000RpEZEA0,In Progress,Survey Follow-up
2024-08-09,Customer segment: churned,Normal,003g5000002EeJkAAK,00Tg5000000RpEaEAK,In Progress,Follow-up Call
2024-01-22,Customer segment: churned,Normal,003g5000002Ej2YAAS,00Tg5000000RpEbEAK,Not Started,Cross-sell Opportunity
2025-03-14,Customer segment: active,Normal,003g5000002EenhAAC,00Tg5000000RpG9EAK,In Progress,Product Inquiry Response
2025-11-12,Customer segment: active,Normal,003g5000002EfdKAAS,00Tg5000000RpGAEA0,Not Started,Product Inquiry Response
2025-01-28,Customer segment: active,Normal,003g5000002EfyEAAS,00Tg5000000RpGBEA0,Not Started,Product Inquiry Response
2023-07-27,Customer segment: active,High,003g5000002EjP7AAK,00Tg5000000RpGCEA0,In Progress,Account Review
2023-05-19,Customer segment: churned,Normal,003g5000002Eh0mAAC,00Tg5000000RpHlEAK,Not Started,Product Inquiry Response
2023-03-27,Customer segment: churned,High,003g5000002Eh0mAAC,00Tg5000000RpHmEAK,Not Started,Account Review
2023-03-11,Customer segment: churned,Low,003g5000002Eh7DAAS,00Tg5000000RpHnEAK,In Progress,Birthday Greeting
2023-09-25,Customer segment: churned,Normal,003g5000002Eh0mAAC,00Tg5000000RpJNEA0,Not Started,Follow-up Call
2023-10-08,Customer segment: active,High,003g5000002EiPpAAK,00Tg5000000RpKzEAK,Completed,Retention Call
2023-06-23,Customer segment: active,Normal,003g5000002EiUgAAK,00Tg5000000RpL0EAK,In Progress,Product Inquiry Response
2023-08-21,Customer segment: active,High,003g5000002EeNtAAK,00Tg5000000RpL1EAK,Completed,Account Review
2024-01-18,Customer segment: active,Normal,003g5000002EfRzAAK,00Tg5000000RpL2EAK,In Progress,Follow-up Call
2024-11-12,Customer segment: at_risk,Low,003g5000002EiL1AAK,00Tg5000000RpL3EAK,Completed,Birthday Greeting
2023-01-25,Customer segment: active,Low,003g5000002EhOwAAK,00Tg5000000RpL4EAK,Not Started,Birthday Greeting
2023-10-09,Customer segment: active,Normal,003g5000002Ei3IAAS,00Tg5000000RpL5EAK,Completed,Cross-sell Opportunity
2023-12-26,Customer segment: active,High,003g5000002EgJFAA0,00Tg5000000RpMbEAK,Completed,Account Review
2023-02-12,Customer segment: active,High,003g5000002EgJFAA0,00Tg5000000RpODEA0,Completed,Retention Call
2023-04-24,Customer segment: churned,Normal,003g5000002Ej4BAAS,00Tg5000000RpOEEA0,In Progress,Product Inquiry Response
2023-06-01,Customer segment: churned,Low,003g5000002EjXBAA0,00Tg5000000RpOFEA0,In Progress,Birthday Greeting
2024-07-08,Customer segment: active,Normal,003g5000002EiRRAA0,00Tg5000000RpPpEAK,Not Started,Cross-sell Opportunity
2024-09-04,Customer segment: churned,High,003g5000002EgcbAAC,00Tg5000000RpPqEAK,Not Started,Retention Call
2025-08-19,Customer segment: active,Normal,003g5000002EfdJAAS,00Tg5000000RpRREA0,Completed,Follow-up Call
2025-07-27,Customer segment: churned,Low,003g5000002EiL0AAK,00Tg5000000RpRSEA0,Not Started,Survey Follow-up
2023-08-30,Customer segment: at_risk,Normal,003g5000002EghPAAS,00Tg5000000RpT3EAK,Not Started,Cross-sell Opportunity
2024-05-12,Customer segment: churned,High,003g5000002EeJkAAK,00Tg5000000RpT4EAK,In Progress,Account Review
2023-11-10,Customer segment: active,Normal,003g5000002EfdLAAS,00Tg5000000RpUfEAK,Completed,Welcome Call
2025-06-18,Customer segment: churned,Normal,003g5000002Ehs0AAC,00Tg5000000RpWHEA0,Not Started,Cross-sell Opportunity
2025-08-03,Customer segment: active,High,003g5000002EgEOAA0,00Tg5000000RpWIEA0,Completed,Retention Call
2024-03-21,Customer segment: active,Normal,003g5000002Efv3AAC,00Tg5000000RpXtEAK,Completed,Follow-up Call
2024-08-03,Customer segment: active,Low,003g5000002Eg1VAAS,00Tg5000000RpXuEAK,Completed,Birthday Greeting
2023-08-24,Customer segment: at_risk,Normal,003g5000002Egj3AAC,00Tg5000000RpZVEA0,In Progress,Product Inquiry Response
2024-11-29,Customer segment: active,Normal,003g5000002Eib7AAC,00Tg5000000Rpb7EAC,Completed,Product Inquiry Response
2025-05-13,Customer segment: churned,Normal,003g5000002EgcbAAC,00Tg5000000Rpb8EAC,In Progress,Follow-up Call
2024-10-16,Customer segment: churned,Normal,003g5000002EesYAAS,00Tg5000000RpcjEAC,Not Started,Product Inquiry Response
2025-02-14,Customer segment: active,Normal,003g5000002Ej7NAAS,00Tg5000000RpckEAC,Completed,Cross-sell Opportunity
2025-01-31,Customer segment: active,High,003g5000002EhTnAAK,00Tg5000000RpeLEAS,Not Started,Account Review
2025-09-19,Customer segment: active,Normal,003g5000002EihZAAS,00Tg5000000RpeMEAS,Not Started,Welcome Call
2025-11-06,Customer segment: active,Normal,003g5000002EgHdAAK,00Tg5000000RpfxEAC,Completed,Cross-sell Opportunity
2023-12-20,Customer segment: active,High,003g5000002EimPAAS,00Tg5000000RphZEAS,Completed,Account Review
2023-03-04,Customer segment: churned,High,003g5000002Ef5QAAS,00Tg5000000RphaEAC,In Progress,Retention Call
2023-10-06,Customer segment: churned,Normal,003g5000002EipdAAC,00Tg5000000RpjBEAS,Not Started,Cross-sell Opportunity
2025-08-15,Customer segment: churned,Normal,003g5000002EipdAAC,00Tg5000000RpknEAC,Completed,Cross-sell Opportunity
2025-03-21,Customer segment: active,Low,003g5000002EirFAAS,00Tg5000000RpkoEAC,Not Started,Survey Follow-up
2023-04-20,Customer segment: at_risk,Normal,003g5000002EeviAAC,00Tg5000000RpkpEAC,Not Started,Product Inquiry Response
2024-04-26,Customer segment: churned,Normal,003g5000002EeNsAAK,00Tg5000000RpmPEAS,Not Started,Cross-sell Opportunity
2024-05-18,Customer segment: active,Normal,003g5000002EjSLAA0,00Tg5000000RpmQEAS,Completed,Cross-sell Opportunity
2025-03-02,Customer segment: churned,Normal,003g5000002Ej5lAAC,00Tg5000000Rpo1EAC,In Progress,Cross-sell Opportunity
2024-08-30,Customer segment: churned,Normal,003g5000002EjKHAA0,00Tg5000000Rpo2EAC,In Progress,Cross-sell Opportunity
2024-07-05,Customer segment: at_risk,Normal,003g5000002Eem2AAC,00Tg5000000Rpo3EAC,Not Started,Follow-up Call
2023-04-04,Customer segment: active,High,003g5000002Ej7NAAS,00Tg5000000RppdEAC,In Progress,Retention Call
2023-06-08,Customer segment: at_risk,Low,003g5000002EhX0AAK,00Tg5000000RprFEAS,In Progress,Birthday Greeting
2024-01-26,Customer segment: active,High,003g5000002Ej8zAAC,00Tg5000000RpsrEAC,Not Started,Retention Call
2023-07-12,Customer segment: at_risk,Low,003g5000002EiXwAAK,00Tg5000000RpssEAC,Not Started,Birthday Greeting
2023-11-11,Customer segment: active,Normal,003g5000002Ej8zAAC,00Tg5000000RpuTEAS,In Progress,Product Inquiry Response
2025-06-19,Customer segment: active,High,003g5000002EjCDAA0,00Tg5000000Rpw5EAC,Not Started,Account Review
2024-11-25,Customer segment: active,Low,003g5000002EhToAAK,00Tg5000000Rpw6EAC,Not Started,Birthday Greeting
2025-01-11,Customer segment: active,Normal,003g5000002Eh7EAAS,00Tg5000000Rpw7EAC,Not Started,Cross-sell Opportunity
2025-03-20,Customer segment: churned,Normal,003g5000002Ej0wAAC,00Tg5000000RpxhEAC,Completed,Follow-up Call
2024-05-21,Customer segment: active,High,003g5000002EhToAAK,00Tg5000000RpxiEAC,In Progress,Account Review
2024-07-19,Customer segment: churned,Low,003g5000002Ej0wAAC,00Tg5000000RpzJEAS,Completed,Survey Follow-up
2024-03-07,Customer segment: active,High,003g5000002EhC5AAK,00Tg5000000RpzKEAS,In Progress,Retention Call
2024-07-09,Customer segment: at_risk,Low,003g5000002Ei3HAAS,00Tg5000000RpzLEAS,In Progress,Survey Follow-up
2025-06-29,Customer segment: churned,Normal,003g5000002EeHiAAK,00Tg5000000Rq0vEAC,Completed,Product Inquiry Response
2023-11-13,Customer segment: active,Normal,003g5000002EjDpAAK,00Tg5000000Rq2XEAS,Not Started,Cross-sell Opportunity
2025-05-22,Customer segment: active,Normal,003g5000002Ej0xAAC,00Tg5000000Rq49EAC,Completed,Product Inquiry Response
2023-10-29,Customer segment: at_risk,High,003g5000002EiXwAAK,00Tg5000000Rq5lEAC,In Progress,Retention Call
2025-06-21,Customer segment: active,Normal,003g5000002EhqMAAS,00Tg5000000Rq5mEAC,Completed,Product Inquiry Response
2023-10-14,Customer segment: active,Normal,003g5000002EhDhAAK,00Tg5000000Rq5nEAC,In Progress,Cross-sell Opportunity
2024-06-22,Customer segment: at_risk,High,003g5000002EiL1AAK,00Tg5000000Rq7NEAS,Completed,Retention Call
2023-02-06,Customer segment: active,Low,003g5000002EhOwAAK,00Tg5000000Rq8zEAC,In Progress,Birthday Greeting
2023-07-24,Customer segment: at_risk,Normal,003g5000002EjIfAAK,00Tg5000000RqAbEAK,Completed,Follow-up Call
2025-07-10,Customer segment: at_risk,High,003g5000002EirGAAS,00Tg5000000RqAcEAK,In Progress,Account Review
2025-07-22,Customer segment: churned,Low,003g5000002EjKHAA0,00Tg5000000RqCDEA0,Not Started,Survey Follow-up
2024-08-13,Customer segment: at_risk,High,003g5000002Eh5aAAC,00Tg5000000RqCEEA0,In Progress,Account Review
2025-08-10,Customer segment: active,Low,003g5000002EjLtAAK,00Tg5000000RqDpEAK,Completed,Birthday Greeting
